tipo,CNPJ,RazaoAnterior,RazaoAtual,valor,arquivo
CNPJ_Razao_Conflito,20230301000000,41530252,5293212,,caderno_jun24.zip
CNPJ_Razao_Conflito,20230601000000,41394219,5340441,,caderno_jun24.zip
CNPJ_Razao_Conflito,20230901000000,41818784,5429232,,caderno_jun24.zip
CNPJ_Razao_Conflito,20231201000000,42002535,5565895,,caderno_jun24.zip
CNPJ_Razao_Conflito,20240301000000,42049978,5548613,,caderno_jun24.zip
CNPJ_Razao_Conflito,20151201000000,9735173,364,,caderno_jun24.zip
CNPJ_Razao_Conflito,20161201000000,21181491,343,,caderno_jun24.zip
CNPJ_Razao_Conflito,20171201000000,22271134,334,,caderno_jun24.zip
CNPJ_Razao_Conflito,20181201000000,24046363,306,,caderno_jun24.zip
CNPJ_Razao_Conflito,20191201000000,25426316,295,,caderno_jun24.zip
CNPJ_Razao_Conflito,20201201000000,26038882,274,,caderno_jun24.zip
CNPJ_Razao_Conflito,20211201000000,28273256,271,,caderno_jun24.zip
CNPJ_Razao_Conflito,20221201000000,41387805,254,,caderno_jun24.zip
CNPJ_Razao_Conflito,20231201000000,42002535,252,,caderno_jun24.zip
CNPJ_Razao_Conflito,20240301000000,42049978,250,,caderno_jun24.zip
CNPJ_Razao_Conflito,00000000000001,,0.16,,caderno_jun24.zip
Valor_NaoPositivo,00000000000001,,,-0.7833152762730227,caderno_jun24.zip
CNPJ_Razao_Conflito,00000000000001,,0.26,,caderno_jun24.zip
Valor_NaoPositivo,00000000000001,,,-0.33333333333333337,caderno_jun24.zip
CNPJ_Razao_Conflito,00000000000001,,0.15,,caderno_jun24.zip
Valor_NaoPositivo,00000000000001,,,-0.868995633187773,caderno_jun24.zip
CNPJ_Razao_Conflito,00000000000001,,0.28,,caderno_jun24.zip
Valor_NaoPositivo,00000000000001,,,-0.12499999999999989,caderno_jun24.zip
CNPJ_Razao_Conflito,20101201000000,433,0.63,,caderno_jun24.zip
CNPJ_Razao_Conflito,20111201000000,429,0.5,,caderno_jun24.zip
Valor_NaoPositivo,20120201000000,,,-0.0662,caderno_jun24.zip
Valor_NaoPositivo,20130301000000,,,-0.1747,caderno_jun24.zip
Valor_NaoPositivo,20130701000000,,,-0.1312,caderno_jun24.zip
CNPJ_Razao_Conflito,20131201000000,391,0.92,,caderno_jun24.zip
CNPJ_Razao_Conflito,20141201000000,381,0.78,,caderno_jun24.zip
CNPJ_Razao_Conflito,20150301000000,9876148,1.32,,caderno_jun24.zip
CNPJ_Razao_Conflito,20150601000000,9881299,0.79,,caderno_jun24.zip
CNPJ_Razao_Conflito,20150901000000,9832226,0.54,,caderno_jun24.zip
CNPJ_Razao_Conflito,20151201000000,9735173,0.96,,caderno_jun24.zip
CNPJ_Razao_Conflito,20160301000000,20443744,0.43,,caderno_jun24.zip
CNPJ_Razao_Conflito,20160601000000,20663856,0.35,,caderno_jun24.zip
CNPJ_Razao_Conflito,20160901000000,20858519,0.08,,caderno_jun24.zip
Valor_NaoPositivo,20160901000000,,,-0.14,caderno_jun24.zip
CNPJ_Razao_Conflito,20161201000000,21181491,0.3,,caderno_jun24.zip
Valor_NaoPositivo,20170201000000,,,-0.08,caderno_jun24.zip
CNPJ_Razao_Conflito,20170301000000,21499200,0.25,,caderno_jun24.zip
Valor_NaoPositivo,20170501000000,,,-0.05,caderno_jun24.zip
CNPJ_Razao_Conflito,20170601000000,21617290,-0.23,,caderno_jun24.zip
Valor_NaoPositivo,20170701000000,,,-0.01,caderno_jun24.zip
CNPJ_Razao_Conflito,20170901000000,21979881,0.16,,caderno_jun24.zip
CNPJ_Razao_Conflito,20171201000000,22271134,0.443,,caderno_jun24.zip
Valor_NaoPositivo,20180201000000,,,-0.42,caderno_jun24.zip
CNPJ_Razao_Conflito,20180301000000,22419447,0.09,,caderno_jun24.zip
Valor_NaoPositivo,20180301000000,,,0.0,caderno_jun24.zip
Valor_NaoPositivo,20180401000000,,,-0.03,caderno_jun24.zip
CNPJ_Razao_Conflito,20180601000000,23263131,1.26,,caderno_jun24.zip
CNPJ_Razao_Conflito,20180901000000,23848439,0.48,,caderno_jun24.zip
CNPJ_Razao_Conflito,20181201000000,24046363,0.15,,caderno_jun24.zip
CNPJ_Razao_Conflito,20190301000000,24212147,0.75,,caderno_jun24.zip
Valor_NaoPositivo,20190501000000,,,-0.02,caderno_jun24.zip
CNPJ_Razao_Conflito,20190601000000,24434006,0.01,,caderno_jun24.zip
CNPJ_Razao_Conflito,20190901000000,24861374,-0.04,,caderno_jun24.zip
Valor_NaoPositivo,20190901000000,,,0.0,caderno_jun24.zip
CNPJ_Razao_Conflito,20191201000000,25426316,1.15,,caderno_jun24.zip
CNPJ_Razao_Conflito,20200301000000,25522154,0.07,,caderno_jun24.zip
Valor_NaoPositivo,20200401000000,,,-0.3,caderno_jun24.zip
Valor_NaoPositivo,20200501000000,,,-0.24,caderno_jun24.zip
CNPJ_Razao_Conflito,20200601000000,24746954,0.26,,caderno_jun24.zip
CNPJ_Razao_Conflito,20200901000000,25462492,0.64,,caderno_jun24.zip
CNPJ_Razao_Conflito,20201201000000,26038882,1.35,,caderno_jun24.zip
CNPJ_Razao_Conflito,20210301000000,26444376,0.93,,caderno_jun24.zip
CNPJ_Razao_Conflito,20210601000000,26868182,0.53,,caderno_jun24.zip
CNPJ_Razao_Conflito,20210901000000,27754704,1.16,,caderno_jun24.zip
CNPJ_Razao_Conflito,20211201000000,28273256,0.73,,caderno_jun24.zip
CNPJ_Razao_Conflito,20220301000000,40154493,1.62,,caderno_jun24.zip
CNPJ_Razao_Conflito,20220601000000,40614659,0.67,,caderno_jun24.zip
CNPJ_Razao_Conflito,20220901000000,41071771,-0.29,,caderno_jun24.zip
CNPJ_Razao_Conflito,20221201000000,41387805,0.62,,caderno_jun24.zip
CNPJ_Razao_Conflito,20230301000000,41530252,0.71,,caderno_jun24.zip
CNPJ_Razao_Conflito,20230601000000,41394219,-0.08,,caderno_jun24.zip
Valor_NaoPositivo,20230601000000,,,-0.03,caderno_jun24.zip
Valor_NaoPositivo,20230701000000,,,-0.14,caderno_jun24.zip
Valor_NaoPositivo,20230801000000,,,-0.2,caderno_jun24.zip
CNPJ_Razao_Conflito,20230901000000,41818784,0.26,,caderno_jun24.zip
CNPJ_Razao_Conflito,20231201000000,42002535,0.56,,caderno_jun24.zip
CNPJ_Razao_Conflito,20240301000000,42049978,0.16,,caderno_jun24.zip
CNPJ_Razao_Conflito,20240301000000,42049978,42541681,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240301000000,42049978,26271505,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240601000000,42638792,26472032,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240901000000,43006595,27083583,,caderno_jun25.zip
CNPJ_Razao_Conflito,20241201000000,43260134,27653103,,caderno_jun25.zip
CNPJ_Razao_Conflito,20250301000000,43443239,27869781,,caderno_jun25.zip
CNPJ_Razao_Conflito,20180901000000,23848439,23838481,,caderno_jun25.zip
CNPJ_Razao_Conflito,20181201000000,24046363,24033193,,caderno_jun25.zip
CNPJ_Razao_Conflito,20190301000000,24212147,24168613,,caderno_jun25.zip
CNPJ_Razao_Conflito,20190601000000,24434006,24373798,,caderno_jun25.zip
CNPJ_Razao_Conflito,20190901000000,24861374,24792605,,caderno_jun25.zip
CNPJ_Razao_Conflito,20191201000000,25426316,25337342,,caderno_jun25.zip
CNPJ_Razao_Conflito,20200301000000,25522154,25424396,,caderno_jun25.zip
CNPJ_Razao_Conflito,20200601000000,24746954,24643020,,caderno_jun25.zip
CNPJ_Razao_Conflito,20200901000000,25462492,25330105,,caderno_jun25.zip
CNPJ_Razao_Conflito,20201201000000,26038882,25879414,,caderno_jun25.zip
CNPJ_Razao_Conflito,20210301000000,26444376,26276674,,caderno_jun25.zip
CNPJ_Razao_Conflito,20210601000000,26868182,26698346,,caderno_jun25.zip
CNPJ_Razao_Conflito,20210901000000,27754704,27574001,,caderno_jun25.zip
CNPJ_Razao_Conflito,20211201000000,28273256,28079598,,caderno_jun25.zip
CNPJ_Razao_Conflito,20220301000000,40154493,28258126,,caderno_jun25.zip
CNPJ_Razao_Conflito,20220601000000,40614659,28822080,,caderno_jun25.zip
CNPJ_Razao_Conflito,20220901000000,41071771,29436056,,caderno_jun25.zip
CNPJ_Razao_Conflito,20221201000000,41387805,29983935,,caderno_jun25.zip
CNPJ_Razao_Conflito,20230301000000,41530252,30308877,,caderno_jun25.zip
CNPJ_Razao_Conflito,20230601000000,41394219,30913458,,caderno_jun25.zip
CNPJ_Razao_Conflito,20230901000000,41818784,31566746,,caderno_jun25.zip
CNPJ_Razao_Conflito,20231201000000,42002535,32344287,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240301000000,42049978,32507380,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240601000000,42638792,33308634,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240901000000,43006595,33950070,,caderno_jun25.zip
CNPJ_Razao_Conflito,20241201000000,43260134,34436824,,caderno_jun25.zip
CNPJ_Razao_Conflito,20250301000000,43443239,34549392,,caderno_jun25.zip
CNPJ_Razao_Conflito,20180301000000,22419447,4831545,,caderno_jun25.zip
CNPJ_Razao_Conflito,20180601000000,23263131,4787013,,caderno_jun25.zip
CNPJ_Razao_Conflito,20180901000000,23848439,4756486,,caderno_jun25.zip
CNPJ_Razao_Conflito,20181201000000,24046363,4668841,,caderno_jun25.zip
CNPJ_Razao_Conflito,20190301000000,24212147,4626691,,caderno_jun25.zip
CNPJ_Razao_Conflito,20190601000000,24434006,4591166,,caderno_jun25.zip
CNPJ_Razao_Conflito,20190901000000,24861374,4560523,,caderno_jun25.zip
CNPJ_Razao_Conflito,20191201000000,25426316,4461943,,caderno_jun25.zip
CNPJ_Razao_Conflito,20200301000000,25522154,4874940,,caderno_jun25.zip
CNPJ_Razao_Conflito,20200601000000,24746954,4831522,,caderno_jun25.zip
CNPJ_Razao_Conflito,20200901000000,25462492,4799391,,caderno_jun25.zip
CNPJ_Razao_Conflito,20201201000000,26038882,4768367,,caderno_jun25.zip
CNPJ_Razao_Conflito,20210301000000,26444376,4743584,,caderno_jun25.zip
CNPJ_Razao_Conflito,20210601000000,26868182,4705355,,caderno_jun25.zip
CNPJ_Razao_Conflito,20210901000000,27754704,4670187,,caderno_jun25.zip
CNPJ_Razao_Conflito,20211201000000,28273256,4638101,,caderno_jun25.zip
CNPJ_Razao_Conflito,20220301000000,40154493,4592621,,caderno_jun25.zip
CNPJ_Razao_Conflito,20220601000000,40614659,4534789,,caderno_jun25.zip
CNPJ_Razao_Conflito,20220901000000,41071771,4534869,,caderno_jun25.zip
CNPJ_Razao_Conflito,20221201000000,41387805,4501565,,caderno_jun25.zip
CNPJ_Razao_Conflito,20230301000000,41530252,4498875,,caderno_jun25.zip
CNPJ_Razao_Conflito,20230601000000,41394219,4493975,,caderno_jun25.zip
CNPJ_Razao_Conflito,20230901000000,41818784,4511767,,caderno_jun25.zip
CNPJ_Razao_Conflito,20231201000000,42002535,4516831,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240301000000,42049978,4518772,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240601000000,42638792,4532770,,caderno_jun25.zip
CNPJ_Razao_Conflito,20241201000000,43260134,4577078,,caderno_jun25.zip
CNPJ_Razao_Conflito,20250301000000,43443239,4566988,,caderno_jun25.zip
CNPJ_Razao_Conflito,20180301000000,22419447,351318,,caderno_jun25.zip
CNPJ_Razao_Conflito,20180601000000,23263131,350660,,caderno_jun25.zip
CNPJ_Razao_Conflito,20180901000000,23848439,346409,,caderno_jun25.zip
CNPJ_Razao_Conflito,20181201000000,24046363,346518,,caderno_jun25.zip
CNPJ_Razao_Conflito,20190301000000,24212147,338213,,caderno_jun25.zip
CNPJ_Razao_Conflito,20190601000000,24434006,340472,,caderno_jun25.zip
CNPJ_Razao_Conflito,20190901000000,24861374,328873,,caderno_jun25.zip
CNPJ_Razao_Conflito,20191201000000,25426316,325787,,caderno_jun25.zip
CNPJ_Razao_Conflito,20200301000000,25522154,331168,,caderno_jun25.zip
CNPJ_Razao_Conflito,20200601000000,24746954,335496,,caderno_jun25.zip
CNPJ_Razao_Conflito,20200901000000,25462492,343699,,caderno_jun25.zip
CNPJ_Razao_Conflito,20201201000000,26038882,350146,,caderno_jun25.zip
CNPJ_Razao_Conflito,20210301000000,26444376,350282,,caderno_jun25.zip
CNPJ_Razao_Conflito,20210601000000,26868182,347207,,caderno_jun25.zip
CNPJ_Razao_Conflito,20210901000000,27754704,346848,,caderno_jun25.zip
CNPJ_Razao_Conflito,20211201000000,28273256,347048,,caderno_jun25.zip
CNPJ_Razao_Conflito,20220301000000,40154493,352042,,caderno_jun25.zip
CNPJ_Razao_Conflito,20220601000000,40614659,357253,,caderno_jun25.zip
CNPJ_Razao_Conflito,20220901000000,41071771,353731,,caderno_jun25.zip
CNPJ_Razao_Conflito,20221201000000,41387805,350965,,caderno_jun25.zip
CNPJ_Razao_Conflito,20230301000000,41530252,349091,,caderno_jun25.zip
CNPJ_Razao_Conflito,20230601000000,41394219,350359,,caderno_jun25.zip
CNPJ_Razao_Conflito,20230901000000,41818784,351258,,caderno_jun25.zip
CNPJ_Razao_Conflito,20231201000000,42002535,352741,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240301000000,42049978,353276,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240601000000,42638792,356087,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240901000000,43006595,351248,,caderno_jun25.zip
CNPJ_Razao_Conflito,20241201000000,43260134,347688,,caderno_jun25.zip
CNPJ_Razao_Conflito,20250301000000,43443239,343360,,caderno_jun25.zip
CNPJ_Razao_Conflito,20170301000000,21499200,9391547,,caderno_jun25.zip
CNPJ_Razao_Conflito,20170601000000,21617290,9336986,,caderno_jun25.zip
CNPJ_Razao_Conflito,20170901000000,21979881,9285375,,caderno_jun25.zip
CNPJ_Razao_Conflito,20171201000000,22271134,9226965,,caderno_jun25.zip
CNPJ_Razao_Conflito,20180301000000,22419447,9186078,,caderno_jun25.zip
CNPJ_Razao_Conflito,20180601000000,23263131,9167193,,caderno_jun25.zip
CNPJ_Razao_Conflito,20180901000000,23848439,9121565,,caderno_jun25.zip
CNPJ_Razao_Conflito,20181201000000,24046363,9130590,,caderno_jun25.zip
CNPJ_Razao_Conflito,20190301000000,24212147,9051784,,caderno_jun25.zip
CNPJ_Razao_Conflito,20190601000000,24434006,9052855,,caderno_jun25.zip
CNPJ_Razao_Conflito,20190901000000,24861374,9043152,,caderno_jun25.zip
CNPJ_Razao_Conflito,20191201000000,25426316,9043761,,caderno_jun25.zip
CNPJ_Razao_Conflito,20200301000000,25522154,9012661,,caderno_jun25.zip
CNPJ_Razao_Conflito,20200601000000,24746954,8947540,,caderno_jun25.zip
CNPJ_Razao_Conflito,20200901000000,25462492,9007065,,caderno_jun25.zip
CNPJ_Razao_Conflito,20201201000000,26038882,9046154,,caderno_jun25.zip
CNPJ_Razao_Conflito,20210301000000,26444376,9001470,,caderno_jun25.zip
CNPJ_Razao_Conflito,20210601000000,26868182,8938645,,caderno_jun25.zip
CNPJ_Razao_Conflito,20210901000000,27754704,8877146,,caderno_jun25.zip
CNPJ_Razao_Conflito,20211201000000,28273256,8871924,,caderno_jun25.zip
CNPJ_Razao_Conflito,20220301000000,40154493,8863923,,caderno_jun25.zip
CNPJ_Razao_Conflito,20220601000000,40614659,8950854,,caderno_jun25.zip
CNPJ_Razao_Conflito,20220901000000,41071771,8946737,,caderno_jun25.zip
CNPJ_Razao_Conflito,20221201000000,41387805,8917590,,caderno_jun25.zip
CNPJ_Razao_Conflito,20230301000000,41530252,8865094,,caderno_jun25.zip
CNPJ_Razao_Conflito,20230601000000,41394219,8852053,,caderno_jun25.zip
CNPJ_Razao_Conflito,20230901000000,41818784,8810810,,caderno_jun25.zip
CNPJ_Razao_Conflito,20231201000000,42002535,8782085,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240301000000,42049978,8750529,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240601000000,42638792,8783576,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240901000000,43006595,8753080,,caderno_jun25.zip
CNPJ_Razao_Conflito,20241201000000,43260134,8710084,,caderno_jun25.zip
CNPJ_Razao_Conflito,20250301000000,43443239,8628982,,caderno_jun25.zip
CNPJ_Razao_Conflito,20170301000000,21499200,3916869,,caderno_jun25.zip
CNPJ_Razao_Conflito,20170601000000,21617290,3909179,,caderno_jun25.zip
CNPJ_Razao_Conflito,20170901000000,21979881,3960838,,caderno_jun25.zip
CNPJ_Razao_Conflito,20171201000000,22271134,3956910,,caderno_jun25.zip
CNPJ_Razao_Conflito,20180301000000,22419447,3967964,,caderno_jun25.zip
CNPJ_Razao_Conflito,20180601000000,23263131,4063055,,caderno_jun25.zip
CNPJ_Razao_Conflito,20180901000000,23848439,4176433,,caderno_jun25.zip
CNPJ_Razao_Conflito,20181201000000,24046363,4295796,,caderno_jun25.zip
CNPJ_Razao_Conflito,20190301000000,24212147,4307873,,caderno_jun25.zip
CNPJ_Razao_Conflito,20190601000000,24434006,4258908,,caderno_jun25.zip
CNPJ_Razao_Conflito,20190901000000,24861374,4264305,,caderno_jun25.zip
CNPJ_Razao_Conflito,20191201000000,25426316,4310206,,caderno_jun25.zip
CNPJ_Razao_Conflito,20200301000000,25522154,4244801,,caderno_jun25.zip
CNPJ_Razao_Conflito,20200601000000,24746954,3978860,,caderno_jun25.zip
CNPJ_Razao_Conflito,20200901000000,25462492,4304386,,caderno_jun25.zip
CNPJ_Razao_Conflito,20201201000000,26038882,4516401,,caderno_jun25.zip
CNPJ_Razao_Conflito,20210301000000,26444376,4640311,,caderno_jun25.zip
CNPJ_Razao_Conflito,20210601000000,26868182,4744362,,caderno_jun25.zip
CNPJ_Razao_Conflito,20210901000000,27754704,4974910,,caderno_jun25.zip
CNPJ_Razao_Conflito,20211201000000,28273256,5045584,,caderno_jun25.zip
CNPJ_Razao_Conflito,20220301000000,40154493,5080059,,caderno_jun25.zip
CNPJ_Razao_Conflito,20220601000000,40614659,5158407,,caderno_jun25.zip
CNPJ_Razao_Conflito,20220901000000,41071771,5290473,,caderno_jun25.zip
CNPJ_Razao_Conflito,20221201000000,41387805,5301410,,caderno_jun25.zip
CNPJ_Razao_Conflito,20230301000000,41530252,5306692,,caderno_jun25.zip
CNPJ_Razao_Conflito,20230601000000,41394219,5395677,,caderno_jun25.zip
CNPJ_Razao_Conflito,20230901000000,41818784,5644862,,caderno_jun25.zip
CNPJ_Razao_Conflito,20231201000000,42002535,5967888,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240301000000,42049978,6232695,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240601000000,42638792,6833465,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240901000000,43006595,6863361,,caderno_jun25.zip
CNPJ_Razao_Conflito,20241201000000,43260134,6780618,,caderno_jun25.zip
CNPJ_Razao_Conflito,20250301000000,43443239,6677434,,caderno_jun25.zip
CNPJ_Razao_Conflito,20151201000000,9735173,364,,caderno_jun25.zip
CNPJ_Razao_Conflito,20161201000000,21181491,343,,caderno_jun25.zip
CNPJ_Razao_Conflito,20171201000000,22271134,334,,caderno_jun25.zip
CNPJ_Razao_Conflito,20181201000000,24046363,306,,caderno_jun25.zip
CNPJ_Razao_Conflito,20191201000000,25426316,295,,caderno_jun25.zip
CNPJ_Razao_Conflito,20201201000000,26038882,274,,caderno_jun25.zip
CNPJ_Razao_Conflito,20211201000000,28273256,271,,caderno_jun25.zip
CNPJ_Razao_Conflito,20221201000000,41387805,254,,caderno_jun25.zip
CNPJ_Razao_Conflito,20231201000000,42002535,252,,caderno_jun25.zip
CNPJ_Razao_Conflito,20241201000000,43260134,244,,caderno_jun25.zip
CNPJ_Razao_Conflito,20250301000000,43443239,241,,caderno_jun25.zip
CNPJ_Razao_Conflito,00000000000001,,0.47,,caderno_jun25.zip
CNPJ_Razao_Conflito,00000000000001,,0.62,,caderno_jun25.zip
CNPJ_Razao_Conflito,00000000000001,,0.04,,caderno_jun25.zip
Valor_NaoPositivo,00000000000001,,,-0.7333333333333334,caderno_jun25.zip
CNPJ_Razao_Conflito,00000000000001,,0.29,,caderno_jun25.zip
CNPJ_Razao_Conflito,20101201000000,433,0.63,,caderno_jun25.zip
CNPJ_Razao_Conflito,20111201000000,429,0.5,,caderno_jun25.zip
Valor_NaoPositivo,20120201000000,,,-0.0662,caderno_jun25.zip
Valor_NaoPositivo,20130301000000,,,-0.1747,caderno_jun25.zip
Valor_NaoPositivo,20130701000000,,,-0.1312,caderno_jun25.zip
CNPJ_Razao_Conflito,20131201000000,391,0.92,,caderno_jun25.zip
CNPJ_Razao_Conflito,20141201000000,381,0.78,,caderno_jun25.zip
CNPJ_Razao_Conflito,20150301000000,9876148,1.32,,caderno_jun25.zip
CNPJ_Razao_Conflito,20150601000000,9881299,0.79,,caderno_jun25.zip
CNPJ_Razao_Conflito,20150901000000,9832226,0.54,,caderno_jun25.zip
CNPJ_Razao_Conflito,20151201000000,9735173,0.96,,caderno_jun25.zip
CNPJ_Razao_Conflito,20160301000000,20443744,0.43,,caderno_jun25.zip
CNPJ_Razao_Conflito,20160601000000,20663856,0.35,,caderno_jun25.zip
CNPJ_Razao_Conflito,20160901000000,20858519,0.08,,caderno_jun25.zip
Valor_NaoPositivo,20160901000000,,,-0.14,caderno_jun25.zip
CNPJ_Razao_Conflito,20161201000000,21181491,0.3,,caderno_jun25.zip
Valor_NaoPositivo,20170201000000,,,-0.08,caderno_jun25.zip
CNPJ_Razao_Conflito,20170301000000,21499200,0.25,,caderno_jun25.zip
Valor_NaoPositivo,20170501000000,,,-0.05,caderno_jun25.zip
CNPJ_Razao_Conflito,20170601000000,21617290,-0.23,,caderno_jun25.zip
Valor_NaoPositivo,20170701000000,,,-0.01,caderno_jun25.zip
CNPJ_Razao_Conflito,20170901000000,21979881,0.16,,caderno_jun25.zip
CNPJ_Razao_Conflito,20171201000000,22271134,0.443,,caderno_jun25.zip
Valor_NaoPositivo,20180201000000,,,-0.42,caderno_jun25.zip
CNPJ_Razao_Conflito,20180301000000,22419447,0.09,,caderno_jun25.zip
Valor_NaoPositivo,20180301000000,,,0.0,caderno_jun25.zip
Valor_NaoPositivo,20180401000000,,,-0.03,caderno_jun25.zip
CNPJ_Razao_Conflito,20180601000000,23263131,1.26,,caderno_jun25.zip
CNPJ_Razao_Conflito,20180901000000,23848439,0.48,,caderno_jun25.zip
CNPJ_Razao_Conflito,20181201000000,24046363,0.15,,caderno_jun25.zip
CNPJ_Razao_Conflito,20190301000000,24212147,0.75,,caderno_jun25.zip
Valor_NaoPositivo,20190501000000,,,-0.02,caderno_jun25.zip
CNPJ_Razao_Conflito,20190601000000,24434006,0.01,,caderno_jun25.zip
CNPJ_Razao_Conflito,20190901000000,24861374,-0.04,,caderno_jun25.zip
Valor_NaoPositivo,20190901000000,,,0.0,caderno_jun25.zip
CNPJ_Razao_Conflito,20191201000000,25426316,1.15,,caderno_jun25.zip
CNPJ_Razao_Conflito,20200301000000,25522154,0.07,,caderno_jun25.zip
Valor_NaoPositivo,20200401000000,,,-0.3,caderno_jun25.zip
Valor_NaoPositivo,20200501000000,,,-0.24,caderno_jun25.zip
CNPJ_Razao_Conflito,20200601000000,24746954,0.26,,caderno_jun25.zip
CNPJ_Razao_Conflito,20200901000000,25462492,0.64,,caderno_jun25.zip
CNPJ_Razao_Conflito,20201201000000,26038882,1.35,,caderno_jun25.zip
CNPJ_Razao_Conflito,20210301000000,26444376,0.93,,caderno_jun25.zip
CNPJ_Razao_Conflito,20210601000000,26868182,0.53,,caderno_jun25.zip
CNPJ_Razao_Conflito,20210901000000,27754704,1.16,,caderno_jun25.zip
CNPJ_Razao_Conflito,20211201000000,28273256,0.73,,caderno_jun25.zip
CNPJ_Razao_Conflito,20220301000000,40154493,1.62,,caderno_jun25.zip
CNPJ_Razao_Conflito,20220601000000,40614659,0.67,,caderno_jun25.zip
CNPJ_Razao_Conflito,20220901000000,41071771,-0.29,,caderno_jun25.zip
CNPJ_Razao_Conflito,20221201000000,41387805,0.62,,caderno_jun25.zip
CNPJ_Razao_Conflito,20230301000000,41530252,0.71,,caderno_jun25.zip
CNPJ_Razao_Conflito,20230601000000,41394219,-0.08,,caderno_jun25.zip
Valor_NaoPositivo,20230601000000,,,-0.03,caderno_jun25.zip
Valor_NaoPositivo,20230701000000,,,-0.14,caderno_jun25.zip
Valor_NaoPositivo,20230801000000,,,-0.2,caderno_jun25.zip
CNPJ_Razao_Conflito,20230901000000,41818784,0.26,,caderno_jun25.zip
CNPJ_Razao_Conflito,20231201000000,42002535,0.56,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240301000000,42049978,0.16,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240601000000,42638792,0.21,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240701000000,4566214,0.38,,caderno_jun25.zip
CNPJ_Razao_Conflito,20240901000000,43006595,0.44,,caderno_jun25.zip
CNPJ_Razao_Conflito,20241201000000,43260134,0.52,,caderno_jun25.zip
CNPJ_Razao_Conflito,20250301000000,43443239,0.56,,caderno_jun25.zip
CNPJ_Razao_Conflito,20211201000000,28273256,39972331,,caderno_mar23.zip
CNPJ_Razao_Conflito,20220301000000,40154493,40156144,,caderno_mar23.zip
CNPJ_Razao_Conflito,20220601000000,40614659,40635461,,caderno_mar23.zip
CNPJ_Razao_Conflito,20220901000000,41071771,41068890,,caderno_mar23.zip
CNPJ_Razao_Conflito,20221201000000,41387805,41412013,,caderno_mar23.zip
CNPJ_Razao_Conflito,20211201000000,28273256,23667110,,caderno_mar23.zip
CNPJ_Razao_Conflito,20220301000000,40154493,23827534,,caderno_mar23.zip
CNPJ_Razao_Conflito,20220601000000,40614659,24339278,,caderno_mar23.zip
CNPJ_Razao_Conflito,20220901000000,41071771,24889233,,caderno_mar23.zip
CNPJ_Razao_Conflito,20221201000000,41387805,25196897,,caderno_mar23.zip
CNPJ_Razao_Conflito,20151201000000,9735173,20780720,,caderno_mar23.zip
CNPJ_Razao_Conflito,20180601000000,23263131,23281390,,caderno_mar23.zip
CNPJ_Razao_Conflito,20180901000000,23848439,23867654,,caderno_mar23.zip
CNPJ_Razao_Conflito,20181201000000,24046363,24067493,,caderno_mar23.zip
CNPJ_Razao_Conflito,20190301000000,24212147,24230760,,caderno_mar23.zip
CNPJ_Razao_Conflito,20190601000000,24434006,24453143,,caderno_mar23.zip
CNPJ_Razao_Conflito,20190901000000,24861374,24882341,,caderno_mar23.zip
CNPJ_Razao_Conflito,20191201000000,25426316,25447719,,caderno_mar23.zip
CNPJ_Razao_Conflito,20200301000000,25522154,25594411,,caderno_mar23.zip
CNPJ_Razao_Conflito,20200601000000,24746954,24890396,,caderno_mar23.zip
CNPJ_Razao_Conflito,20200901000000,25462492,25695443,,caderno_mar23.zip
CNPJ_Razao_Conflito,20201201000000,26038882,26354077,,caderno_mar23.zip
CNPJ_Razao_Conflito,20210301000000,26444376,26866339,,caderno_mar23.zip
CNPJ_Razao_Conflito,20210601000000,26868182,27335538,,caderno_mar23.zip
CNPJ_Razao_Conflito,20210901000000,27754704,28224407,,caderno_mar23.zip
CNPJ_Razao_Conflito,20211201000000,28273256,28743714,,caderno_mar23.zip
CNPJ_Razao_Conflito,20220301000000,40154493,28936698,,caderno_mar23.zip
CNPJ_Razao_Conflito,20220601000000,40614659,29517287,,caderno_mar23.zip
CNPJ_Razao_Conflito,20220901000000,41071771,30194953,,caderno_mar23.zip
CNPJ_Razao_Conflito,20221201000000,41387805,30511871,,caderno_mar23.zip
CNPJ_Razao_Conflito,20151201000000,9735173,5274483,,caderno_mar23.zip
